ï»¿X,Y,FID,AÃ±o,IdAccident,Fecha,Mes,Dia_mes,Dia_semana,Hora,Hora_texto,Hora_aprox,RegiÃ³n,Comuna,Tipo_Accid,Tipo__CONA,Zona,UbicaciÃ³n,Causa__CON,Causa_Acci,Calle_Uno,Calle_Dos,Intersecci,NÃºmero,Ruta,Ubicaci_1,Calzada,Tipo_Calza,Estado_Cal,CondiciÃ³n,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA1,Tipo_direc,Direccion,Lat,Lon,Archivo_Origen
-8129479.39894826,-4413548.2253822,218,2024,1593232,2024/02/21 00:00:00+00,Febrero,21,MiÃ©rcoles,1899/12/30 00:00:00+00,12:20:00,12,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,PASO PARA PEATONES,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,GENERAL NOVOA, ,- GENERAL NOVOA,210, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"GENERAL NOVOA 210, ConcepciÃ³n",-36.816415,-73.028356,Moto_2024.csv
-8136145.65977657,-4417115.90629711,222,2024,1593463,2024/02/01 00:00:00+00,Febrero,1,Jueves,1899/12/30 00:00:00+00,08:55:00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION POR ALCANCE,COLISION,URBANA,CICLOCALLE (CICLOS + VEHICULOS,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,PEDRO AGUIRRE CERDA, ,- PEDRO AGUIRRE CERDA,781, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"PEDRO AGUIRRE CERDA 781, San Pedro de la Paz",-36.842068,-73.08824,Moto_2024.csv
-8141173.69721492,-4417375.06280987,224,2024,1593509,2024/02/07 00:00:00+00,Febrero,7,MiÃ©rcoles,1899/12/30 00:00:00+00,13:10:00,13,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,MICHAIHUE, ,- MICHAIHUE,150, , ,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"MICHAIHUE 150, San Pedro de la Paz",-36.843931,-73.133408,Moto_2024.csv
-8136920.00651462,-4417341.55579656,226,2024,1593526,2024/02/09 00:00:00+00,Febrero,9,Viernes,1899/12/30 00:00:00+00,10:00:00,10,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MICHIMALONCO, ,- MICHIMALONCO,1100, , ,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"MICHIMALONCO 1100, San Pedro de la Paz",-36.84369,-73.095196,Moto_2024.csv
-8137249.59361531,-4403099.40434051,260,2024,1595543,2024/03/01 00:00:00+00,Marzo,1,Viernes,1899/12/30 00:00:00+00,16:26:00,16,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CRISTOBAL COLON, ,- CRISTOBAL COLON,3199, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 3199, Talcahuano",-36.741235,-73.098157,Moto_2024.csv
-8131063.48227085,-4412125.0704947,289,2024,1597148,2024/02/17 00:00:00+00,Febrero,17,SÃ¡bado,1899/12/30 00:00:00+00,10:20:00,10,REGION BIO BIO,CONCEPCION,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,EJERCITO, ,- EJERCITO,2001, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"EJERCITO 2001, ConcepciÃ³n",-36.80618,-73.042586,Moto_2024.csv
-8126989.92812489,-4416051.10026945,290,2024,1597164,2024/02/17 00:00:00+00,Febrero,17,SÃ¡bado,1899/12/30 00:00:00+00,20:30:00,20,REGION BIO BIO,CONCEPCION,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,CALLE UNO, ,- CALLE UNO,185, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"CALLE UNO 185, ConcepciÃ³n",-36.834413,-73.005993,Moto_2024.csv
-8136108.39199254,-4416707.87321047,295,2024,1597302,2024/03/14 00:00:00+00,Marzo,14,Jueves,1899/12/30 00:00:00+00,14:00:00,14,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PEDRO AGUIRRE CERDA, ,- PEDRO AGUIRRE CERDA,780, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"PEDRO AGUIRRE CERDA 780, San Pedro de la Paz",-36.839135,-73.087905,Moto_2024.csv
-8132324.78175003,-4414449.07297262,302,2024,1597554,2024/02/27 00:00:00+00,Febrero,27,Martes,1899/12/30 00:00:00+00,12:30:00,12,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS HERAS, ,- LAS HERAS,590, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"LAS HERAS 590, ConcepciÃ³n",-36.822893,-73.053916,Moto_2024.csv
-8140885.57744832,-4418015.18067866,317,2024,1598020,2024/03/15 00:00:00+00,Marzo,15,Viernes,1899/12/30 00:00:00+00,21:00:00,21,REGION BIO BIO,SAN PEDRO DE LA PAZ,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,CAMINO A CORONEL, ,- CAMINO A CORONEL,3455, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"CAMINO A CORONEL 3455, San Pedro de la Paz",-36.848533,-73.130819,Moto_2024.csv
-8138123.78585481,-4402163.15767062,341,2024,1599312,2024/03/17 00:00:00+00,Marzo,17,Domingo,1899/12/30 00:00:00+00,19:55:00,19,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CRISTOBAL COLON, ,- CRISTOBAL COLON,2194, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 2194, Talcahuano",-36.734495,-73.10601,Moto_2024.csv
-8142014.30891702,-4400146.14648588,342,2024,1599321,2024/03/09 00:00:00+00,Marzo,9,SÃ¡bado,1899/12/30 00:00:00+00,22:00:00,22,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,LOS LOBOS, ,- LOS LOBOS,1718, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"LOS LOBOS 1718, Talcahuano",-36.719973,-73.140959,Moto_2024.csv
-8136417.14223302,-4412231.0489219,345,2024,1599476,2024/03/25 00:00:00+00,Marzo,25,Lunes,1899/12/30 00:00:00+00,15:50:00,15,REGION BIO BIO,HUALPEN,CHOQUE,CHOQUE,URBANA,CRUCE CON SENAL CEDA EL PASO,DROGAS Y/O FATIGA EN CONDUCTOR,CONDUCCION BAJO INFLUENCIA DE DROGAS O ESTUPEFACIENTES,COSTANERA, ,- COSTANERA,9781, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8112,BiobÃ­o,ConcepciÃ³n,HualpÃ©n,Numero,"COSTANERA 9781, HualpÃ©n",-36.806942,-73.090679,Moto_2024.csv
-8139344.2705325,-4402433.65327575,388,2024,1601069,2024/03/27 00:00:00+00,Marzo,27,MiÃ©rcoles,1899/12/30 00:00:00+00,08:50:00,8,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ISLA QUIRIQUINA, ,- ISLA QUIRIQUINA,1180, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"ISLA QUIRIQUINA 1180, Talcahuano",-36.736442,-73.116974,Moto_2024.csv
-8138123.78585481,-4402163.15767062,389,2024,1601070,2024/03/28 00:00:00+00,Marzo,28,Jueves,1899/12/30 00:00:00+00,18:20:00,18,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,CRISTOBAL COLON, ,- CRISTOBAL COLON,3178, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 3178, Talcahuano",-36.734495,-73.10601,Moto_2024.csv
-8139022.90453205,-4407391.4094404,390,2024,1601072,2024/03/30 00:00:00+00,Marzo,30,SÃ¡bado,1899/12/30 00:00:00+00,00:00:00,0,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,GRAN BRETANA, ,- GRAN BRETANA,5271, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"GRAN BRETANA 5271, Talcahuano",-36.772125,-73.114087,Moto_2024.csv
-8138790.50109454,-4399247.19743907,412,2024,1602095,2024/04/03 00:00:00+00,Abril,3,MiÃ©rcoles,1899/12/30 00:00:00+00,07:55:00,7,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,BLANCO ENCALADA, ,- BLANCO ENCALADA,450, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"BLANCO ENCALADA 450, Talcahuano",-36.7135,-73.111999,Moto_2024.csv
-8135972.40049583,-4416430.25649048,414,2024,1602442,2024/04/06 00:00:00+00,Abril,6,SÃ¡bado,1899/12/30 00:00:00+00,22:00:00,22,REGION BIO BIO,SAN PEDRO DE LA PAZ,ATROPELLO,ATROPELLO,URBANA,PUENTE,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FUERA PASO PEATONES,PUENTE LLACOLEN, ,- PUENTE LLACOLEN,1, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,1,1,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"PUENTE LLACOLEN 1, San Pedro de la Paz",-36.837139,-73.086684,Moto_2024.csv
-8133535.89511883,-4413219.80176592,419,2024,1602476,2024/03/23 00:00:00+00,Marzo,23,SÃ¡bado,1899/12/30 00:00:00+00,04:10:00,4,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMINO LOS CARROS, ,- CAMINO LOS CARROS,1955, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"CAMINO LOS CARROS 1955, ConcepciÃ³n",-36.814053,-73.064796,Moto_2024.csv
-8139496.57051271,-4401884.70247094,434,2024,1648294,2024/11/02 00:00:00+00,Noviembre,2,SÃ¡bado,1899/12/30 00:00:00+00,11:45:00,11,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,JUAN ANTONIO RIOS, ,- JUAN ANTONIO RIOS,617, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"JUAN ANTONIO RIOS 617, Talcahuano",-36.73249,-73.118342,Moto_2024.csv
-8133879.30626351,-4410087.6227183,435,2024,1648296,2024/10/30 00:00:00+00,Octubre,30,MiÃ©rcoles,1899/12/30 00:00:00+00,17:15:00,17,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,PRESIDENTE JORGE ALESSANDRI, ,- PRESIDENTE JORGE ALESSANDRI,3177, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"PRESIDENTE JORGE ALESSANDRI 3177, Talcahuano",-36.791524,-73.067881,Moto_2024.csv
-8136760.00479524,-4417417.10057594,436,2024,1648334,2024/10/14 00:00:00+00,Octubre,14,Lunes,1899/12/30 00:00:00+00,08:15:00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,ATROPELLO,ATROPELLO,URBANA,ZONA DE ESPERA ESPECIAL,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,COSTANERA, ,- COSTANERA,1144, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"COSTANERA 1144, San Pedro de la Paz",-36.844233,-73.093759,Moto_2024.csv
-8129739.05782763,-4413773.15447565,440,2024,1648588,2024/11/06 00:00:00+00,Noviembre,6,MiÃ©rcoles,1899/12/30 00:00:00+00,22:40:00,22,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,JUAN BOSCO, ,- JUAN BOSCO,2084, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"JUAN BOSCO 2084, ConcepciÃ³n",-36.818033,-73.030689,Moto_2024.csv
-8139289.18994902,-4415915.78173127,449,2024,1648957,2024/10/14 00:00:00+00,Octubre,14,Lunes,1899/12/30 00:00:00+00,19:20:00,19,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SENALIZACION,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,LAS GARZAS, ,- LAS GARZAS,231, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"LAS GARZAS 231, San Pedro de la Paz",-36.83344,-73.116479,Moto_2024.csv
-8135643.41022346,-4416808.91485757,450,2024,1648978,2024/10/15 00:00:00+00,Octubre,15,Martes,1899/12/30 00:00:00+00,17:10:00,17,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PEDRO AGUIRRE CERDA, ,- PEDRO AGUIRRE CERDA,540, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,1,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"PEDRO AGUIRRE CERDA 540, San Pedro de la Paz",-36.839861,-73.083728,Moto_2024.csv
-8131932.55152059,-4415848.53712729,489,2024,1650717,2024/11/15 00:00:00+00,Noviembre,15,Viernes,1899/12/30 00:00:00+00,05:50:00,5,REGION BIO BIO,CONCEPCION,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LINCOYAN, ,- LINCOYAN,32, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"LINCOYAN 32, ConcepciÃ³n",-36.832956,-73.050393,Moto_2024.csv
-8137112.66943939,-4403499.77536639,503,2024,1651377,2024/11/07 00:00:00+00,Noviembre,7,Jueves,1899/12/30 00:00:00+00,18:45:00,18,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CRISTOBAL COLON, ,- CRISTOBAL COLON,3309, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 3309, Talcahuano",-36.744117,-73.096927,Moto_2024.csv
-8140278.0619138,-4404556.44586323,504,2024,1651378,2024/11/12 00:00:00+00,Noviembre,12,Martes,1899/12/30 00:00:00+00,17:30:00,17,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,GRAN BRETANA, ,- GRAN BRETANA,2910, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"GRAN BRETANA 2910, Talcahuano",-36.751723,-73.125362,Moto_2024.csv
-8138735.39873696,-4401019.88623449,505,2024,1651381,2024/11/11 00:00:00+00,Noviembre,11,Lunes,1899/12/30 00:00:00+00,20:20:00,20,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,O'HIGGINS, ,- O'HIGGINS,3785, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"O'HIGGINS 3785, Talcahuano",-36.726264,-73.111504,Moto_2024.csv
-8138897.80062701,-4399256.26925413,506,2024,1651382,2024/11/13 00:00:00+00,Noviembre,13,MiÃ©rcoles,1899/12/30 00:00:00+00,17:25:00,17,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,CRISTOBAL COLON, ,- CRISTOBAL COLON,385, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 385, Talcahuano",-36.713565,-73.112963,Moto_2024.csv
-8127270.30316075,-4414522.70564278,538,2024,1652537,2024/11/22 00:00:00+00,Noviembre,22,Viernes,1899/12/30 00:00:00+00,14:30:00,14,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMINO NONGUEN, ,- CAMINO NONGUEN,122, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"CAMINO NONGUEN 122, ConcepciÃ³n",-36.823423,-73.008511,Moto_2024.csv
-8129886.76501056,-4428197.17809205,564,2024,1653670,2024/11/20 00:00:00+00,Noviembre,20,MiÃ©rcoles,1899/12/30 00:00:00+00,17:10:00,17,REGION BIO BIO,CHIGUAYANTE,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PASAJE DIEZ, ,- PASAJE DIEZ,355, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8103,BiobÃ­o,ConcepciÃ³n,Chiguayante,Numero,"PASAJE DIEZ 355, Chiguayante",-36.921691,-73.032015,Moto_2024.csv
-8133283.19039031,-4410617.94718995,567,2024,1653785,2024/11/21 00:00:00+00,Noviembre,21,Jueves,1899/12/30 00:00:00+00,13:30:00,13,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PAICAVI, ,- PAICAVI,3280, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Numero,"PAICAVI 3280, ConcepciÃ³n",-36.795339,-73.062526,Moto_2024.csv
-8133358.08309356,-4409827.21187682,570,2024,1653914,2024/11/25 00:00:00+00,Noviembre,25,Lunes,1899/12/30 00:00:00+00,10:15:00,10,REGION BIO BIO,TALCAHUANO,IMPACTO CON ANIMAL,OTRO TIPO,URBANA,TRAMO DE VIA RECTA,DEFICIENCIAS VIALES,ANIMALES SUELTOS VIA PUBLICA,PRESIDENTE JORGE ALESSANDRI, ,- PRESIDENTE JORGE ALESSANDRI,1937, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"PRESIDENTE JORGE ALESSANDRI 1937, Talcahuano",-36.789651,-73.063199,Moto_2024.csv
-8137781.28093985,-4402454.82808373,571,2024,1653917,2024/11/19 00:00:00+00,Noviembre,19,Martes,1899/12/30 00:00:00+00,18:50:00,18,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,CRISTOBAL COLON, ,- CRISTOBAL COLON,3186, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 3186, Talcahuano",-36.736595,-73.102933,Moto_2024.csv
-8137186.52544648,-4403464.48809527,587,2024,1654586,2024/11/07 00:00:00+00,Noviembre,7,Jueves,1899/12/30 00:00:00+00,18:30:00,18,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO APAGADO,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,CRISTOBAL COLON, ,- CRISTOBAL COLON,3364, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"CRISTOBAL COLON 3364, Talcahuano",-36.743863,-73.09759,Moto_2024.csv
-8141122.50415296,-4399129.22935708,602,2024,1655125,2024/12/02 00:00:00+00,Diciembre,2,Lunes,1899/12/30 00:00:00+00,00:36:00,0,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,SAN VICENTE, ,- SAN VICENTE,920, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Numero,"SAN VICENTE 920, Talcahuano",-36.71265,-73.132948,Moto_2024.csv
-8141651.96706917,-4421004.1476933,612,2024,1655587,2024/11/21 00:00:00+00,Noviembre,21,Jueves,1899/12/30 00:00:00+00,14:10:00,14,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION POR ALCANCE,COLISION,RURAL,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RUTA 160, ,- RUTA 160,12, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Numero,"RUTA 160 12, San Pedro de la Paz",-36.870016,-73.137704,Moto_2024.csv
