ï»¿X,Y,FID,AÃ±o,IdAccident,Fecha,Mes,Dia_mes,Dia_semana,Hora,Hora_texto,Hora_aprox,RegiÃ³n,Comuna,Tipo_Accid,Tipo__CONA,Zona,UbicaciÃ³n,Causa__CON,Causa_Acci,Calle_Uno,Calle_Dos,Intersecci,NÃºmero,Ruta,Ubicaci_1,Calzada,Tipo_Calza,Estado_Cal,CondiciÃ³n,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA1,Tipo_direc,Direccion,Lat,Lon,Archivo_Origen
-8141861.9156288,-4418675.8735972,4558,2024,1612571,2024/05/17 00:00:00+00,Mayo,17,Viernes,1899/12/30 00:00:00+00,18:00:00,18,REGION BIO BIO,SAN PEDRO DE LA PAZ,OTRO TIPO,OTRO TIPO,URBANA,CRUCE SIN SENALIZACION,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,CENTRAL,PASAJE VEINTISEIS,CENTRAL - PASAJE VEINTISEIS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Interseccion,"CENTRAL & PASAJE VEINTISEIS, San Pedro de la Paz",-36.853282,-73.13959,Moto_2024.csv
-8133177.32555457,-4416471.75968488,4638,2024,1638872,2024/09/24 00:00:00+00,Septiembre,24,Martes,1899/12/30 00:00:00+00,14:00:00,14,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,COSTANERA,ESMERALDA,COSTANERA - ESMERALDA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"COSTANERA & ESMERALDA, ConcepciÃ³n",-36.837437,-73.061575,Moto_2024.csv
-8130894.94203483,-4414057.56534176,4652,2024,1630981,2024/08/15 00:00:00+00,Agosto,15,Jueves,1899/12/30 00:00:00+00,02:00:00,2,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SENAL PARE,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER SENAL PARE,MAIPU,LAUTARO,LAUTARO - MAIPU,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"LAUTARO & MAIPU, ConcepciÃ³n",-36.820078,-73.041072,Moto_2024.csv
-8132792.16011642,-4414858.01749783,4662,2024,1631043,2024/08/16 00:00:00+00,Agosto,16,Viernes,1899/12/30 00:00:00+00,12:10:00,12,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,FALLAS MECANICAS,FALLAS MECANICAS FRENOS,LOS CARRERA,OBISPO HIPOLITO SALAS,LOS CARRERA - OBISPO HIPOLITO SALAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"LOS CARRERA & OBISPO HIPOLITO SALAS, ConcepciÃ³n",-36.825834,-73.058115,Moto_2024.csv
-8131193.50090914,-4415562.4262637,4667,2024,1613107,2024/05/22 00:00:00+00,Mayo,22,MiÃ©rcoles,1899/12/30 00:00:00+00,12:00:00,12,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VICTOR LAMAS,CASTELLON,CASTELLON - VICTOR LAMAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"CASTELLON & VICTOR LAMAS, ConcepciÃ³n",-36.830899,-73.043754,Moto_2024.csv
-8132030.95743838,-4413936.58493373,4671,2024,1613113,2024/05/22 00:00:00+00,Mayo,22,MiÃ©rcoles,1899/12/30 00:00:00+00,14:40:00,14,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,MANUEL BULNES,CASTELLON,CASTELLON - MANUEL BULNES,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"CASTELLON & MANUEL BULNES, ConcepciÃ³n",-36.819208,-73.051277,Moto_2024.csv
-8133225.41557459,-4414733.82943524,4736,2024,1631499,2024/07/20 00:00:00+00,Julio,20,SÃ¡bado,1899/12/30 00:00:00+00,23:00:00,23,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,JUAN MARTINEZ DE ROZAS,ARTURO PRAT,ARTURO PRAT - JUAN MARTINEZ DE ROZAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"ARTURO PRAT & JUAN MARTINEZ DE ROZAS, ConcepciÃ³n",-36.824941,-73.062007,Moto_2024.csv
-8134969.23539787,-4412383.5689317,4745,2024,1631545,2024/07/22 00:00:00+00,Julio,22,Lunes,1899/12/30 00:00:00+00,22:50:00,22,REGION BIO BIO,CHIGUAYANTE,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,21 DE MAYO,PEDRO DE ONA,21 DE MAYO - PEDRO DE ONA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8103,BiobÃ­o,ConcepciÃ³n,Chiguayante,Interseccion,"21 DE MAYO & PEDRO DE ONA, Chiguayante",-36.808039,-73.077672,Moto_2024.csv
-8128654.97124109,-4430084.05770115,4781,2024,1631669,2024/08/17 00:00:00+00,Agosto,17,SÃ¡bado,1899/12/30 00:00:00+00,20:30:00,20,REGION BIO BIO,CHIGUAYANTE,COLISION POR ALCANCE,COLISION,URBANA,VIA EXCLUSIVA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,MANUEL RODRIGUEZ,PROGRESO,MANUEL RODRIGUEZ - PROGRESO,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8103,BiobÃ­o,ConcepciÃ³n,Chiguayante,Interseccion,"MANUEL RODRIGUEZ & PROGRESO, Chiguayante",-36.935241,-73.02095,Moto_2024.csv
-8133225.41557459,-4414733.82943524,4817,2024,1631859,2024/07/27 00:00:00+00,Julio,27,SÃ¡bado,1899/12/30 00:00:00+00,23:30:00,23,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,ARTURO PRAT,JUAN MARTINEZ DE ROZAS,ARTURO PRAT - JUAN MARTINEZ DE ROZAS,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,MOJADO,LLOVIZNA,0,0,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"ARTURO PRAT & JUAN MARTINEZ DE ROZAS, ConcepciÃ³n",-36.824941,-73.062007,Moto_2024.csv
-8135801.45991104,-4404952.41722878,4821,2024,1631902,2024/08/17 00:00:00+00,Agosto,17,SÃ¡bado,1899/12/30 00:00:00+00,10:00:00,10,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,JAIME REPULLO,CLAUDIO GAY,CLAUDIO GAY - JAIME REPULLO,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Interseccion,"CLAUDIO GAY & JAIME REPULLO, Talcahuano",-36.754573,-73.085148,Moto_2024.csv
-8131047.6723762,-4413412.21333921,4825,2024,1631924,2024/07/30 00:00:00+00,Julio,30,Martes,1899/12/30 00:00:00+00,18:26:00,18,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,MANUEL BULNES,GALVARINO,GALVARINO - MANUEL BULNES,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"GALVARINO & MANUEL BULNES, ConcepciÃ³n",-36.815437,-73.042444,Moto_2024.csv
-8130139.97324827,-4413471.72703357,4833,2024,1631942,2024/07/31 00:00:00+00,Julio,31,MiÃ©rcoles,1899/12/30 00:00:00+00,01:59:00,1,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS CARRERA,FRESIA,FRESIA - LOS CARRERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,3,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"FRESIA & LOS CARRERA, ConcepciÃ³n",-36.815865,-73.03429,Moto_2024.csv
-8139155.51616864,-4408738.09037367,4877,2024,1647362,2024/10/31 00:00:00+00,Octubre,31,Jueves,1899/12/30 00:00:00+00,13:00:00,13,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,YUGOSLAVIA,RUMANIA,RUMANIA - YUGOSLAVIA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8112,BiobÃ­o,ConcepciÃ³n,HualpÃ©n,Interseccion,"RUMANIA & YUGOSLAVIA, HualpÃ©n",-36.781815,-73.115278,Moto_2024.csv
-8129189.97271384,-4411872.75975375,4929,2024,1639952,2024/09/28 00:00:00+00,Septiembre,28,SÃ¡bado,1899/12/30 00:00:00+00,12:00:00,12,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,LAS VIOLETAS,LOS COPIHUES,LAS VIOLETAS - LOS COPIHUES,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"LAS VIOLETAS & LOS COPIHUES, ConcepciÃ³n",-36.804365,-73.025756,Moto_2024.csv
-8132027.17257569,-4414288.96158512,4962,2024,1614627,2024/05/16 00:00:00+00,Mayo,16,Jueves,1899/12/30 00:00:00+00,16:45:00,16,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL PARE,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER SENAL PARE,COLO COLO,LAS HERAS,COLO COLO - LAS HERAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"COLO COLO & LAS HERAS, ConcepciÃ³n",-36.821742,-73.051243,Moto_2024.csv
-8132652.34283599,-4414788.76126625,4965,2024,1614671,2024/04/16 00:00:00+00,Abril,16,Martes,1899/12/30 00:00:00+00,17:00:00,17,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS CARRERA,ANGOL,ANGOL - LOS CARRERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"ANGOL & LOS CARRERA, ConcepciÃ³n",-36.825336,-73.056859,Moto_2024.csv
-8128946.85094595,-4413660.0038564,4999,2024,1647836,2024/11/01 00:00:00+00,Noviembre,1,Viernes,1899/12/30 00:00:00+00,14:30:00,14,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,COLLAO,TEGUALDA,COLLAO - TEGUALDA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,1,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"COLLAO & TEGUALDA, ConcepciÃ³n",-36.817219,-73.023572,Moto_2024.csv
-8141112.17885831,-4418603.81014178,5020,2024,1614957,2024/05/24 00:00:00+00,Mayo,24,Viernes,1899/12/30 00:00:00+00,18:00:00,18,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION POR ALCANCE,COLISION,URBANA,ROTONDA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,3 NORTE,NUEVA UNO,3 NORTE - NUEVA UNO,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Interseccion,"3 NORTE & NUEVA UNO, San Pedro de la Paz",-36.852764,-73.132855,Moto_2024.csv
-8142610.65052388,-4416635.74839498,5026,2024,1614968,2024/05/30 00:00:00+00,Mayo,30,Jueves,1899/12/30 00:00:00+00,20:15:00,20,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,IRENE MORALES,MIGUEL BRAYER,IRENE MORALES - MIGUEL BRAYER,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Interseccion,"IRENE MORALES & MIGUEL BRAYER, San Pedro de la Paz",-36.838616,-73.146316,Moto_2024.csv
-8137269.43674869,-4417384.56437758,5034,2024,1614980,2024/05/26 00:00:00+00,Mayo,26,Domingo,1899/12/30 00:00:00+00,05:35:00,5,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MICHIMALONCO,LOS CANELOS,LOS CANELOS - MICHIMALONCO,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Interseccion,"LOS CANELOS & MICHIMALONCO, San Pedro de la Paz",-36.843999,-73.098335,Moto_2024.csv
-8129754.80781013,-4413299.02699764,5057,2024,1648209,2024/10/18 00:00:00+00,Octubre,18,Viernes,1899/12/30 00:00:00+00,14:55:00,14,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JUAN BOSCO,LOS CARRERA,JUAN BOSCO - LOS CARRERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"JUAN BOSCO & LOS CARRERA, ConcepciÃ³n",-36.814623,-73.03083,Moto_2024.csv
-8132615.27344555,-4417486.19350219,5112,2024,1648574,2024/11/06 00:00:00+00,Noviembre,6,MiÃ©rcoles,1899/12/30 00:00:00+00,18:20:00,18,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO APAGADO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,SARGENTO ALDEA,COSTANERA,COSTANERA - SARGENTO ALDEA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"COSTANERA & SARGENTO ALDEA, ConcepciÃ³n",-36.84473,-73.056526,Moto_2024.csv
-8132992.08992189,-4411063.77380454,5129,2024,1633268,2024/08/26 00:00:00+00,Agosto,26,Lunes,1899/12/30 00:00:00+00,16:20:00,16,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PAICAVI,ALONSO DE RIBERA,ALONSO DE RIBERA - PAICAVI,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"ALONSO DE RIBERA & PAICAVI, ConcepciÃ³n",-36.798546,-73.059911,Moto_2024.csv
-8132128.5846318,-4412007.20279784,5147,2024,1648722,2024/11/01 00:00:00+00,Noviembre,1,Viernes,1899/12/30 00:00:00+00,17:00:00,17,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JANEQUEO,VENTUS,JANEQUEO - VENTUS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLOVIZNA,0,0,0,1,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"JANEQUEO & VENTUS, ConcepciÃ³n",-36.805332,-73.052154,Moto_2024.csv
-8133565.051341,-4415724.17566939,5175,2024,1615624,2024/06/03 00:00:00+00,Junio,3,Lunes,1899/12/30 00:00:00+00,13:40:00,13,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,COSTANERA,CENTRAL NORTE,CENTRAL NORTE - COSTANERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,NUBLADO,0,1,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"CENTRAL NORTE & COSTANERA, ConcepciÃ³n",-36.832062,-73.065058,Moto_2024.csv
-8133361.22535336,-4414451.66508131,5198,2024,1633823,2024/08/29 00:00:00+00,Agosto,29,Jueves,1899/12/30 00:00:00+00,14:23:00,14,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,TRAMO DE VIA RECTA,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,GENERAL CRUZ,ARTURO PRAT,ARTURO PRAT - GENERAL CRUZ,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"ARTURO PRAT & GENERAL CRUZ, ConcepciÃ³n",-36.822912,-73.063227,Moto_2024.csv
-8132457.64504659,-4411700.64176792,5207,2024,1641300,2024/09/22 00:00:00+00,Septiembre,22,Domingo,1899/12/30 00:00:00+00,13:15:00,13,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PAICAVI,INDEPENDENCIA,INDEPENDENCIA - PAICAVI,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"INDEPENDENCIA & PAICAVI, ConcepciÃ³n",-36.803127,-73.05511,Moto_2024.csv
-8139112.88080367,-4407057.84257446,5226,2024,1641390,2024/09/25 00:00:00+00,Septiembre,25,MiÃ©rcoles,1899/12/30 00:00:00+00,07:50:00,7,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,CALLE UNO,GRAN BRETANA,CALLE UNO - GRAN BRETANA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Interseccion,"CALLE UNO & GRAN BRETANA, Talcahuano",-36.769725,-73.114895,Moto_2024.csv
-8129189.97271384,-4411872.75975375,5238,2024,1641423,2024/09/29 00:00:00+00,Septiembre,29,Domingo,1899/12/30 00:00:00+00,12:00:00,12,REGION BIO BIO,CONCEPCION,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,LAS VIOLETAS,LOS COPIHUES,LAS VIOLETAS - LOS COPIHUES,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"LAS VIOLETAS & LOS COPIHUES, ConcepciÃ³n",-36.804365,-73.025756,Moto_2024.csv
-8137429.31462513,-4416653.23324572,5252,2024,1649151,2024/10/22 00:00:00+00,Octubre,22,Martes,1899/12/30 00:00:00+00,22:30:00,22,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PRESIDENTE JORGE ALESSANDRI,PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA - PRESIDENTE JORGE ALESSANDRI,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8108,BiobÃ­o,ConcepciÃ³n,San Pedro de la Paz,Interseccion,"PEDRO AGUIRRE CERDA & PRESIDENTE JORGE ALESSANDRI, San Pedro de la Paz",-36.838742,-73.099771,Moto_2024.csv
-8137270.09795307,-4408457.3357415,5255,2024,1634094,2024/08/30 00:00:00+00,Agosto,30,Viernes,1899/12/30 00:00:00+00,17:50:00,17,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,DESOBEDIENCIA A SEÃALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,LAS GOLONDRINAS,HOLANDA,HOLANDA - LAS GOLONDRINAS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1,8,81,8112,BiobÃ­o,ConcepciÃ³n,HualpÃ©n,Interseccion,"HOLANDA & LAS GOLONDRINAS, HualpÃ©n",-36.779795,-73.098341,Moto_2024.csv
-8129771.06045578,-4411990.79704071,5350,2024,1634320,2024/08/08 00:00:00+00,Agosto,8,Jueves,1899/12/30 00:00:00+00,10:40:00,10,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMILO HENRIQUEZ,LIBERTAD,CAMILO HENRIQUEZ - LIBERTAD,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"CAMILO HENRIQUEZ & LIBERTAD, ConcepciÃ³n",-36.805214,-73.030976,Moto_2024.csv
-8131879.22897243,-4414214.42474589,5364,2024,1634399,2024/08/10 00:00:00+00,Agosto,10,SÃ¡bado,1899/12/30 00:00:00+00,16:15:00,16,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS HERAS,CASTELLON,CASTELLON - LAS HERAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8101,BiobÃ­o,ConcepciÃ³n,ConcepciÃ³n,Interseccion,"CASTELLON & LAS HERAS, ConcepciÃ³n",-36.821206,-73.049914,Moto_2024.csv
-8138402.10585495,-4410156.43134877,5411,2024,1642407,2024/10/07 00:00:00+00,Octubre,7,Lunes,1899/12/30 00:00:00+00,19:40:00,19,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,"ADELANTAMIENTO EN CRUCE, CURVA, CUESTA, PUENTE",GRAN BRETANA,BREMEN,BREMEN - GRAN BRETANA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,8,81,8112,BiobÃ­o,ConcepciÃ³n,HualpÃ©n,Interseccion,"BREMEN & GRAN BRETANA, HualpÃ©n",-36.792019,-73.10851,Moto_2024.csv
-8134587.18690546,-4407292.83896163,5428,2024,1634804,2024/08/22 00:00:00+00,Agosto,22,Jueves,1899/12/30 00:00:00+00,07:50:00,7,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,CALLE G,IFARLE ORIENTE,CALLE G - IFARLE ORIENTE,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,8,81,8110,BiobÃ­o,ConcepciÃ³n,Talcahuano,Interseccion,"CALLE G & IFARLE ORIENTE, Talcahuano",-36.771416,-73.07424,Moto_2024.csv
